Calculating reading plan...
book, book chapters, book words, book time, chapter, chapter words, chapter time, day
3Jo, 1, 294, 1, 1, 294, 1, 1
2Jo, 1, 298, 1, 1, 298, 1, 1
Phm, 1, 439, 2, 1, 439, 2, 1
Jude, 1, 608, 3, 1, 608, 3, 1
Ob, 1, 669, 3, 1, 669, 3, 1
Tit, 3, 915, 4, 1, 337, 2, 1
Tit, 3, 915, 4, 2, 265, 1, 1
Tit, 3, 915, 4, 3, 313, 2, 1
2Th, 3, 1032, 4, 1, 291, 1, 2
2Th, 3, 1032, 4, 2, 381, 2, 2
2Th, 3, 1032, 4, 3, 360, 2, 2
Hag, 2, 1130, 4, 1, 451, 2, 2
Hag, 2, 1130, 4, 2, 679, 3, 2
Na, 3, 1284, 5, 1, 394, 2, 2
Na, 3, 1284, 5, 2, 371, 2, 2
Na, 3, 1284, 5, 3, 519, 2, 2
Jon, 4, 1320, 5, 1, 514, 2, 3
Jon, 4, 1320, 5, 2, 214, 1, 3
Jon, 4, 1320, 5, 3, 260, 1, 3
Jon, 4, 1320, 5, 4, 332, 2, 3
Hab, 3, 1475, 5, 1, 423, 2, 3
Hab, 3, 1475, 5, 2, 563, 2, 3
Hab, 3, 1475, 5, 3, 489, 2, 3
2Pe, 3, 1553, 6, 1, 488, 2, 3
2Pe, 3, 1553, 6, 2, 581, 2, 3
2Pe, 3, 1553, 6, 3, 484, 2, 4
Zep, 3, 1616, 6, 1, 555, 2, 4
Zep, 3, 1616, 6, 2, 463, 2, 4
Zep, 3, 1616, 6, 3, 598, 2, 4
2Ti, 4, 1694, 6, 1, 438, 2, 4
2Ti, 4, 1694, 6, 2, 506, 2, 4
2Ti, 4, 1694, 6, 3, 297, 1, 4
2Ti, 4, 1694, 6, 4, 453, 2, 4
Mal, 4, 1786, 6, 1, 487, 2, 5
Mal, 4, 1786, 6, 2, 546, 2, 5
Mal, 4, 1786, 6, 3, 565, 2, 5
Mal, 4, 1786, 6, 4, 188, 1, 5
1Th, 5, 1847, 7, 1, 253, 1, 5
1Th, 5, 1847, 7, 2, 479, 2, 5
1Th, 5, 1847, 7, 3, 295, 1, 5
1Th, 5, 1847, 7, 4, 396, 2, 5
1Th, 5, 1847, 7, 5, 424, 2, 5
Col, 4, 1989, 7, 1, 656, 3, 6
Col, 4, 1989, 7, 2, 503, 2, 6
Col, 4, 1989, 7, 3, 457, 2, 6
Col, 4, 1989, 7, 4, 373, 2, 6
Joe, 3, 2033, 7, 1, 508, 2, 6
Joe, 3, 2033, 7, 2, 958, 4, 6
Joe, 3, 2033, 7, 3, 567, 2, 7
Php, 4, 2193, 8, 1, 632, 3, 7
Php, 4, 2193, 8, 2, 601, 3, 7
Php, 4, 2193, 8, 3, 483, 2, 7
Php, 4, 2193, 8, 4, 477, 2, 7
1Ti, 6, 2260, 8, 1, 432, 2, 7
1Ti, 6, 2260, 8, 2, 247, 1, 7
1Ti, 6, 2260, 8, 3, 324, 2, 8
1Ti, 6, 2260, 8, 4, 310, 2, 8
1Ti, 6, 2260, 8, 5, 470, 2, 8
1Ti, 6, 2260, 8, 6, 477, 2, 8
Jas, 5, 2304, 8, 1, 544, 2, 8
Jas, 5, 2304, 8, 2, 528, 2, 8
Jas, 5, 2304, 8, 3, 378, 2, 8
Jas, 5, 2304, 8, 4, 369, 2, 8
Jas, 5, 2304, 8, 5, 485, 2, 9
1Pe, 5, 2476, 9, 1, 597, 2, 9
1Pe, 5, 2476, 9, 2, 549, 2, 9
1Pe, 5, 2476, 9, 3, 551, 2, 9
1Pe, 5, 2476, 9, 4, 479, 2, 9
1Pe, 5, 2476, 9, 5, 300, 1, 9
1Jo, 5, 2517, 9, 1, 247, 1, 9
1Jo, 5, 2517, 9, 2, 736, 3, 9
1Jo, 5, 2517, 9, 3, 534, 2, 10
1Jo, 5, 2517, 9, 4, 480, 2, 10
1Jo, 5, 2517, 9, 5, 520, 2, 10
Ru, 4, 2574, 9, 1, 649, 3, 10
Ru, 4, 2574, 9, 2, 763, 3, 10
Ru, 4, 2574, 9, 3, 541, 2, 10
Ru, 4, 2574, 9, 4, 621, 3, 10
Song, 8, 2658, 9, 1, 326, 2, 11
Song, 8, 2658, 9, 2, 351, 2, 11
Song, 8, 2658, 9, 3, 287, 1, 11
Song, 8, 2658, 9, 4, 363, 2, 11
Song, 8, 2658, 9, 5, 397, 2, 11
Song, 8, 2658, 9, 6, 282, 1, 11
Song, 8, 2658, 9, 7, 292, 1, 11
Song, 8, 2658, 9, 8, 360, 2, 11
Eph, 6, 3030, 11, 1, 508, 2, 11
Eph, 6, 3030, 11, 2, 453, 2, 12
Eph, 6, 3030, 11, 3, 410, 2, 12
Eph, 6, 3030, 11, 4, 617, 3, 12
Eph, 6, 3030, 11, 5, 564, 2, 12
Eph, 6, 3030, 11, 6, 478, 2, 12
Ga, 6, 3090, 11, 1, 453, 2, 12
Ga, 6, 3090, 11, 2, 573, 2, 12
Ga, 6, 3090, 11, 3, 648, 3, 13
Ga, 6, 3090, 11, 4, 610, 3, 13
Ga, 6, 3090, 11, 5, 447, 2, 13
Ga, 6, 3090, 11, 6, 359, 2, 13
Mic, 7, 3152, 11, 1, 452, 2, 13
Mic, 7, 3152, 11, 2, 400, 2, 13
Mic, 7, 3152, 11, 3, 354, 2, 13
Mic, 7, 3152, 11, 4, 476, 2, 14
Mic, 7, 3152, 11, 5, 447, 2, 14
Mic, 7, 3152, 11, 6, 440, 2, 14
Mic, 7, 3152, 11, 7, 583, 2, 14
La, 5, 3411, 12, 1, 758, 3, 14
La, 5, 3411, 12, 2, 883, 3, 14
La, 5, 3411, 12, 3, 876, 3, 14
La, 5, 3411, 12, 4, 598, 2, 15
La, 5, 3411, 12, 5, 296, 1, 15
Am, 9, 4216, 15, 1, 455, 2, 15
Am, 9, 4216, 15, 2, 441, 2, 15
Am, 9, 4216, 15, 3, 397, 2, 15
Am, 9, 4216, 15, 4, 432, 2, 15
Am, 9, 4216, 15, 5, 658, 3, 15
Am, 9, 4216, 15, 6, 399, 2, 15
Am, 9, 4216, 15, 7, 471, 2, 16
Am, 9, 4216, 15, 8, 414, 2, 16
Am, 9, 4216, 15, 9, 549, 2, 16
Ho, 14, 5174, 18, 1, 355, 2, 16
Ho, 14, 5174, 18, 2, 678, 3, 16
Ho, 14, 5174, 18, 3, 156, 1, 16
Ho, 14, 5174, 18, 4, 465, 2, 16
Ho, 14, 5174, 18, 5, 368, 2, 16
Ho, 14, 5174, 18, 6, 254, 1, 17
Ho, 14, 5174, 18, 7, 398, 2, 17
Ho, 14, 5174, 18, 8, 330, 2, 17
Ho, 14, 5174, 18, 9, 468, 2, 17
Ho, 14, 5174, 18, 10, 425, 2, 17
Ho, 14, 5174, 18, 11, 308, 2, 17
Ho, 14, 5174, 18, 12, 311, 2, 17
Ho, 14, 5174, 18, 13, 426, 2, 17
Ho, 14, 5174, 18, 14, 232, 1, 18
Ec, 12, 5579, 19, 1, 380, 2, 18
Ec, 12, 5579, 19, 2, 734, 3, 18
Ec, 12, 5579, 19, 3, 517, 2, 18
Ec, 12, 5579, 19, 4, 380, 2, 18
Ec, 12, 5579, 19, 5, 533, 2, 18
Ec, 12, 5579, 19, 6, 301, 2, 18
Ec, 12, 5579, 19, 7, 617, 3, 18
Ec, 12, 5579, 19, 8, 515, 2, 19
Ec, 12, 5579, 19, 9, 555, 2, 19
Ec, 12, 5579, 19, 10, 402, 2, 19
Ec, 12, 5579, 19, 11, 273, 1, 19
Ec, 12, 5579, 19, 12, 372, 2, 19
Es, 10, 5633, 19, 1, 716, 3, 19
Es, 10, 5633, 19, 2, 806, 3, 19
Es, 10, 5633, 19, 3, 552, 2, 20
Es, 10, 5633, 19, 4, 517, 2, 20
Es, 10, 5633, 19, 5, 494, 2, 20
Es, 10, 5633, 19, 6, 476, 2, 20
Es, 10, 5633, 19, 7, 345, 2, 20
Es, 10, 5633, 19, 8, 650, 3, 20
Es, 10, 5633, 19, 9, 984, 4, 20
Es, 10, 5633, 19, 10, 93, 1, 21
2Co, 13, 6083, 21, 1, 591, 2, 21
2Co, 13, 6083, 21, 2, 401, 2, 21
2Co, 13, 6083, 21, 3, 389, 2, 21
2Co, 13, 6083, 21, 4, 406, 2, 21
2Co, 13, 6083, 21, 5, 487, 2, 21
2Co, 13, 6083, 21, 6, 357, 2, 21
2Co, 13, 6083, 21, 7, 452, 2, 21
2Co, 13, 6083, 21, 8, 568, 2, 22
2Co, 13, 6083, 21, 9, 355, 2, 22
2Co, 13, 6083, 21, 10, 437, 2, 22
2Co, 13, 6083, 21, 11, 718, 3, 22
2Co, 13, 6083, 21, 12, 589, 2, 22
2Co, 13, 6083, 21, 13, 333, 2, 22
Zec, 14, 6443, 22, 1, 622, 3, 22
Zec, 14, 6443, 22, 2, 317, 2, 23
Zec, 14, 6443, 22, 3, 296, 1, 23
Zec, 14, 6443, 22, 4, 365, 2, 23
Zec, 14, 6443, 22, 5, 338, 2, 23
Zec, 14, 6443, 22, 6, 424, 2, 23
Zec, 14, 6443, 22, 7, 378, 2, 23
Zec, 14, 6443, 22, 8, 703, 3, 23
Zec, 14, 6443, 22, 9, 537, 2, 23
Zec, 14, 6443, 22, 10, 408, 2, 24
Zec, 14, 6443, 22, 11, 502, 2, 24
Zec, 14, 6443, 22, 12, 462, 2, 24
Zec, 14, 6443, 22, 13, 337, 2, 24
Zec, 14, 6443, 22, 14, 754, 3, 24
Heb, 13, 6905, 24, 1, 338, 2, 24
Heb, 13, 6905, 24, 2, 472, 2, 24
Heb, 13, 6905, 24, 3, 362, 2, 25
Heb, 13, 6905, 24, 4, 404, 2, 25
Heb, 13, 6905, 24, 5, 321, 2, 25
Heb, 13, 6905, 24, 6, 425, 2, 25
Heb, 13, 6905, 24, 7, 607, 3, 25
Heb, 13, 6905, 24, 8, 387, 2, 25
Heb, 13, 6905, 24, 9, 678, 3, 25
Heb, 13, 6905, 24, 10, 784, 3, 26
Heb, 13, 6905, 24, 11, 922, 4, 26
Heb, 13, 6905, 24, 12, 696, 3, 26
Heb, 13, 6905, 24, 13, 509, 2, 26
Ezr, 10, 7440, 25, 1, 371, 2, 26
Ezr, 10, 7440, 25, 2, 998, 4, 26
Ezr, 10, 7440, 25, 3, 547, 2, 27
Ezr, 10, 7440, 25, 4, 769, 3, 27
Ezr, 10, 7440, 25, 5, 583, 2, 27
Ezr, 10, 7440, 25, 6, 778, 3, 27
Ezr, 10, 7440, 25, 7, 863, 3, 27
Ezr, 10, 7440, 25, 8, 990, 4, 27
Ezr, 10, 7440, 25, 9, 617, 3, 28
Ezr, 10, 7440, 25, 10, 924, 4, 28
Ro, 16, 9438, 32, 1, 714, 3, 28
Ro, 16, 9438, 32, 2, 604, 3, 28
Ro, 16, 9438, 32, 3, 562, 2, 28
Ro, 16, 9438, 32, 4, 546, 2, 29
Ro, 16, 9438, 32, 5, 480, 2, 29
Ro, 16, 9438, 32, 6, 484, 2, 29
Ro, 16, 9438, 32, 7, 605, 3, 29
Ro, 16, 9438, 32, 8, 903, 4, 29
Ro, 16, 9438, 32, 9, 719, 3, 29
Ro, 16, 9438, 32, 10, 461, 2, 30
Ro, 16, 9438, 32, 11, 818, 3, 30
Ro, 16, 9438, 32, 12, 397, 2, 30
Ro, 16, 9438, 32, 13, 361, 2, 30
Ro, 16, 9438, 32, 14, 525, 2, 30
Ro, 16, 9438, 32, 15, 742, 3, 30
Ro, 16, 9438, 32, 16, 517, 2, 30
1Co, 16, 9480, 32, 1, 649, 3, 31
1Co, 16, 9480, 32, 2, 373, 2, 31
1Co, 16, 9480, 32, 3, 459, 2, 31
1Co, 16, 9480, 32, 4, 509, 2, 31
1Co, 16, 9480, 32, 5, 321, 2, 31
1Co, 16, 9480, 32, 6, 465, 2, 31
1Co, 16, 9480, 32, 7, 959, 4, 31
1Co, 16, 9480, 32, 8, 309, 2, 32
1Co, 16, 9480, 32, 9, 671, 3, 32
1Co, 16, 9480, 32, 10, 667, 3, 32
1Co, 16, 9480, 32, 11, 718, 3, 32
1Co, 16, 9480, 32, 12, 593, 2, 32
1Co, 16, 9480, 32, 13, 270, 1, 32
1Co, 16, 9480, 32, 14, 887, 3, 32
1Co, 16, 9480, 32, 15, 1166, 4, 33
1Co, 16, 9480, 32, 16, 464, 2, 33
Ne, 13, 10480, 35, 1, 390, 2, 33
Ne, 13, 10480, 35, 2, 718, 3, 33
Ne, 13, 10480, 35, 3, 896, 3, 33
Ne, 13, 10480, 35, 4, 716, 3, 33
Ne, 13, 10480, 35, 5, 636, 3, 34
Ne, 13, 10480, 35, 6, 602, 3, 34
Ne, 13, 10480, 35, 7, 1176, 4, 34
Ne, 13, 10480, 35, 8, 686, 3, 34
Ne, 13, 10480, 35, 9, 1328, 5, 34
Ne, 13, 10480, 35, 10, 652, 3, 35
Ne, 13, 10480, 35, 11, 788, 3, 35
Ne, 13, 10480, 35, 12, 930, 4, 35
Ne, 13, 10480, 35, 13, 962, 4, 35
Da, 12, 11602, 39, 1, 589, 2, 35
Da, 12, 11602, 39, 2, 1500, 5, 36
Da, 12, 11602, 39, 3, 992, 4, 36
Da, 12, 11602, 39, 4, 1290, 5, 36
Da, 12, 11602, 39, 5, 995, 4, 36
Da, 12, 11602, 39, 6, 905, 4, 37
Da, 12, 11602, 39, 7, 926, 4, 37
Da, 12, 11602, 39, 8, 852, 3, 37
Da, 12, 11602, 39, 9, 966, 4, 37
Da, 12, 11602, 39, 10, 647, 3, 38
Da, 12, 11602, 39, 11, 1529, 6, 38
Da, 12, 11602, 39, 12, 411, 2, 38
Re, 22, 11995, 40, 1, 592, 2, 38
Re, 22, 11995, 40, 2, 802, 3, 38
Re, 22, 11995, 40, 3, 658, 3, 39
Re, 22, 11995, 40, 4, 348, 2, 39
Re, 22, 11995, 40, 5, 435, 2, 39
Re, 22, 11995, 40, 6, 540, 2, 39
Re, 22, 11995, 40, 7, 491, 2, 39
Re, 22, 11995, 40, 8, 397, 2, 39
Re, 22, 11995, 40, 9, 592, 2, 39
Re, 22, 11995, 40, 10, 353, 2, 40
Re, 22, 11995, 40, 11, 580, 2, 40
Re, 22, 11995, 40, 12, 497, 2, 40
Re, 22, 11995, 40, 13, 538, 2, 40
Re, 22, 11995, 40, 14, 651, 3, 40
Re, 22, 11995, 40, 15, 252, 1, 40
Re, 22, 11995, 40, 16, 567, 2, 40
Re, 22, 11995, 40, 17, 522, 2, 40
Re, 22, 11995, 40, 18, 747, 3, 41
Re, 22, 11995, 40, 19, 634, 3, 41
Re, 22, 11995, 40, 20, 477, 2, 41
Re, 22, 11995, 40, 21, 749, 3, 41
Re, 22, 11995, 40, 22, 573, 2, 41
Pr, 31, 15038, 51, 1, 519, 2, 41
Pr, 31, 15038, 51, 2, 309, 2, 42
Pr, 31, 15038, 51, 3, 541, 2, 42
Pr, 31, 15038, 51, 4, 418, 2, 42
Pr, 31, 15038, 51, 5, 354, 2, 42
Pr, 31, 15038, 51, 6, 546, 2, 42
Pr, 31, 15038, 51, 7, 411, 2, 42
Pr, 31, 15038, 51, 8, 562, 2, 42
Pr, 31, 15038, 51, 9, 288, 1, 42
Pr, 31, 15038, 51, 10, 527, 2, 43
Pr, 31, 15038, 51, 11, 524, 2, 43
Pr, 31, 15038, 51, 12, 476, 2, 43
Pr, 31, 15038, 51, 13, 400, 2, 43
Pr, 31, 15038, 51, 14, 572, 2, 43
Pr, 31, 15038, 51, 15, 544, 2, 43
Pr, 31, 15038, 51, 16, 543, 2, 43
Pr, 31, 15038, 51, 17, 476, 2, 43
Pr, 31, 15038, 51, 18, 381, 2, 44
Pr, 31, 15038, 51, 19, 506, 2, 44
Pr, 31, 15038, 51, 20, 498, 2, 44
Pr, 31, 15038, 51, 21, 501, 2, 44
Pr, 31, 15038, 51, 22, 495, 2, 44
Pr, 31, 15038, 51, 23, 566, 2, 44
Pr, 31, 15038, 51, 24, 580, 2, 44
Pr, 31, 15038, 51, 25, 522, 2, 44
Pr, 31, 15038, 51, 26, 459, 2, 45
Pr, 31, 15038, 51, 27, 460, 2, 45
Pr, 31, 15038, 51, 28, 528, 2, 45
Pr, 31, 15038, 51, 29, 425, 2, 45
Pr, 31, 15038, 51, 30, 640, 3, 45
Pr, 31, 15038, 51, 31, 467, 2, 45
Mr, 16, 15166, 51, 1, 930, 4, 45
Mr, 16, 15166, 51, 2, 724, 3, 46
Mr, 16, 15166, 51, 3, 663, 3, 46
Mr, 16, 15166, 51, 4, 923, 4, 46
Mr, 16, 15166, 51, 5, 952, 4, 46
Mr, 16, 15166, 51, 6, 1323, 5, 46
Mr, 16, 15166, 51, 7, 806, 3, 47
Mr, 16, 15166, 51, 8, 842, 3, 47
Mr, 16, 15166, 51, 9, 1164, 4, 47
Mr, 16, 15166, 51, 10, 1218, 5, 47
Mr, 16, 15166, 51, 11, 778, 3, 48
Mr, 16, 15166, 51, 12, 1058, 4, 48
Mr, 16, 15166, 51, 13, 828, 3, 48
Mr, 16, 15166, 51, 14, 1595, 6, 48
Mr, 16, 15166, 51, 15, 913, 4, 49
Mr, 16, 15166, 51, 16, 449, 2, 49
Job, 42, 18098, 61, 1, 641, 3, 49
Job, 42, 18098, 61, 2, 387, 2, 49
Job, 42, 18098, 61, 3, 434, 2, 49
Job, 42, 18098, 61, 4, 336, 2, 49
Job, 42, 18098, 61, 5, 446, 2, 50
Job, 42, 18098, 61, 6, 482, 2, 50
Job, 42, 18098, 61, 7, 394, 2, 50
Job, 42, 18098, 61, 8, 340, 2, 50
Job, 42, 18098, 61, 9, 544, 2, 50
Job, 42, 18098, 61, 10, 402, 2, 50
Job, 42, 18098, 61, 11, 337, 2, 50
Job, 42, 18098, 61, 12, 399, 2, 50
Job, 42, 18098, 61, 13, 413, 2, 51
Job, 42, 18098, 61, 14, 410, 2, 51
Job, 42, 18098, 61, 15, 549, 2, 51
Job, 42, 18098, 61, 16, 375, 2, 51
Job, 42, 18098, 61, 17, 262, 1, 51
Job, 42, 18098, 61, 18, 342, 2, 51
Job, 42, 18098, 61, 19, 475, 2, 51
Job, 42, 18098, 61, 20, 521, 2, 51
Job, 42, 18098, 61, 21, 522, 2, 52
Job, 42, 18098, 61, 22, 482, 2, 52
Job, 42, 18098, 61, 23, 280, 1, 52
Job, 42, 18098, 61, 24, 481, 2, 52
Job, 42, 18098, 61, 25, 90, 1, 52
Job, 42, 18098, 61, 26, 206, 1, 52
Job, 42, 18098, 61, 27, 373, 2, 52
Job, 42, 18098, 61, 28, 455, 2, 52
Job, 42, 18098, 61, 29, 404, 2, 52
Job, 42, 18098, 61, 30, 514, 2, 53
Job, 42, 18098, 61, 31, 691, 3, 53
Job, 42, 18098, 61, 32, 375, 2, 53
Job, 42, 18098, 61, 33, 525, 2, 53
Job, 42, 18098, 61, 34, 615, 3, 53
Job, 42, 18098, 61, 35, 254, 1, 53
Job, 42, 18098, 61, 36, 495, 2, 53
Job, 42, 18098, 61, 37, 402, 2, 54
Job, 42, 18098, 61, 38, 659, 3, 54
Job, 42, 18098, 61, 39, 477, 2, 54
Job, 42, 18098, 61, 40, 361, 2, 54
Job, 42, 18098, 61, 41, 507, 2, 54
Job, 42, 18098, 61, 42, 441, 2, 54
Jos, 24, 18854, 63, 1, 573, 2, 54
Jos, 24, 18854, 63, 2, 768, 3, 55
Jos, 24, 18854, 63, 3, 566, 2, 55
Jos, 24, 18854, 63, 4, 707, 3, 55
Jos, 24, 18854, 63, 5, 550, 2, 55
Jos, 24, 18854, 63, 6, 904, 4, 55
Jos, 24, 18854, 63, 7, 927, 4, 55
Jos, 24, 18854, 63, 8, 1221, 5, 56
Jos, 24, 18854, 63, 9, 800, 3, 56
Jos, 24, 18854, 63, 10, 1393, 5, 56
Jos, 24, 18854, 63, 11, 717, 3, 56
Jos, 24, 18854, 63, 12, 486, 2, 57
Jos, 24, 18854, 63, 13, 825, 3, 57
Jos, 24, 18854, 63, 14, 485, 2, 57
Jos, 24, 18854, 63, 15, 1032, 4, 57
Jos, 24, 18854, 63, 16, 253, 1, 57
Jos, 24, 18854, 63, 17, 660, 3, 57
Jos, 24, 18854, 63, 18, 770, 3, 58
Jos, 24, 18854, 63, 19, 944, 4, 58
Jos, 24, 18854, 63, 20, 308, 2, 58
Jos, 24, 18854, 63, 21, 1026, 4, 58
Jos, 24, 18854, 63, 22, 1321, 5, 58
Jos, 24, 18854, 63, 23, 574, 2, 59
Jos, 24, 18854, 63, 24, 1044, 4, 59
Jg, 21, 18966, 64, 1, 962, 4, 59
Jg, 21, 18966, 64, 2, 692, 3, 59
Jg, 21, 18966, 64, 3, 842, 3, 59
Jg, 21, 18966, 64, 4, 761, 3, 60
Jg, 21, 18966, 64, 5, 755, 3, 60
Jg, 21, 18966, 64, 6, 1295, 5, 60
Jg, 21, 18966, 64, 7, 952, 4, 60
Jg, 21, 18966, 64, 8, 987, 4, 61
Jg, 21, 18966, 64, 9, 1667, 6, 61
Jg, 21, 18966, 64, 10, 473, 2, 61
Jg, 21, 18966, 64, 11, 1235, 5, 61
Jg, 21, 18966, 64, 12, 399, 2, 62
Jg, 21, 18966, 64, 13, 765, 3, 62
Jg, 21, 18966, 64, 14, 706, 3, 62
Jg, 21, 18966, 64, 15, 648, 3, 62
Jg, 21, 18966, 64, 16, 1110, 4, 62
Jg, 21, 18966, 64, 17, 385, 2, 63
Jg, 21, 18966, 64, 18, 1035, 4, 63
Jg, 21, 18966, 64, 19, 1102, 4, 63
Jg, 21, 18966, 64, 20, 1455, 5, 63
Jg, 21, 18966, 64, 21, 740, 3, 64
Joh, 21, 19094, 64, 1, 1004, 4, 64
Joh, 21, 19094, 64, 2, 510, 2, 64
Joh, 21, 19094, 64, 3, 763, 3, 64
Joh, 21, 19094, 64, 4, 1094, 4, 64
Joh, 21, 19094, 64, 5, 1001, 4, 65
Joh, 21, 19094, 64, 6, 1506, 6, 65
Joh, 21, 19094, 64, 7, 1002, 4, 65
Joh, 21, 19094, 64, 8, 1307, 5, 65
Joh, 21, 19094, 64, 9, 876, 3, 66
Joh, 21, 19094, 64, 10, 820, 3, 66
Joh, 21, 19094, 64, 11, 1157, 4, 66
Joh, 21, 19094, 64, 12, 1060, 4, 66
Joh, 21, 19094, 64, 13, 826, 3, 66
Joh, 21, 19094, 64, 14, 731, 3, 67
Joh, 21, 19094, 64, 15, 613, 3, 67
Joh, 21, 19094, 64, 16, 789, 3, 67
Joh, 21, 19094, 64, 17, 636, 3, 67
Joh, 21, 19094, 64, 18, 947, 4, 67
Joh, 21, 19094, 64, 19, 1010, 4, 68
Joh, 21, 19094, 64, 20, 749, 3, 68
Joh, 21, 19094, 64, 21, 693, 3, 68
1Ch, 29, 20365, 68, 1, 683, 3, 68
1Ch, 29, 20365, 68, 2, 846, 3, 68
1Ch, 29, 20365, 68, 3, 347, 2, 69
1Ch, 29, 20365, 68, 4, 852, 3, 69
1Ch, 29, 20365, 68, 5, 664, 3, 69
1Ch, 29, 20365, 68, 6, 1341, 5, 69
1Ch, 29, 20365, 68, 7, 831, 3, 69
1Ch, 29, 20365, 68, 8, 491, 2, 70
1Ch, 29, 20365, 68, 9, 960, 4, 70
1Ch, 29, 20365, 68, 10, 364, 2, 70
1Ch, 29, 20365, 68, 11, 944, 4, 70
1Ch, 29, 20365, 68, 12, 987, 4, 70
1Ch, 29, 20365, 68, 13, 386, 2, 71
1Ch, 29, 20365, 68, 14, 357, 2, 71
1Ch, 29, 20365, 68, 15, 714, 3, 71
1Ch, 29, 20365, 68, 16, 850, 3, 71
1Ch, 29, 20365, 68, 17, 779, 3, 71
1Ch, 29, 20365, 68, 18, 399, 2, 71
1Ch, 29, 20365, 68, 19, 630, 3, 72
1Ch, 29, 20365, 68, 20, 289, 1, 72
1Ch, 29, 20365, 68, 21, 914, 4, 72
1Ch, 29, 20365, 68, 22, 605, 3, 72
1Ch, 29, 20365, 68, 23, 681, 3, 72
1Ch, 29, 20365, 68, 24, 541, 2, 72
1Ch, 29, 20365, 68, 25, 543, 2, 73
1Ch, 29, 20365, 68, 26, 710, 3, 73
1Ch, 29, 20365, 68, 27, 805, 3, 73
1Ch, 29, 20365, 68, 28, 864, 3, 73
1Ch, 29, 20365, 68, 29, 988, 4, 73
2Sa, 24, 20600, 69, 1, 712, 3, 74
2Sa, 24, 20600, 69, 2, 911, 4, 74
2Sa, 24, 20600, 69, 3, 1143, 4, 74
2Sa, 24, 20600, 69, 4, 434, 2, 74
2Sa, 24, 20600, 69, 5, 624, 3, 74
2Sa, 24, 20600, 69, 6, 713, 3, 75
2Sa, 24, 20600, 69, 7, 858, 3, 75
2Sa, 24, 20600, 69, 8, 447, 2, 75
2Sa, 24, 20600, 69, 9, 408, 2, 75
2Sa, 24, 20600, 69, 10, 608, 3, 75
2Sa, 24, 20600, 69, 11, 814, 3, 75
2Sa, 24, 20600, 69, 12, 992, 4, 76
2Sa, 24, 20600, 69, 13, 1149, 4, 76
2Sa, 24, 20600, 69, 14, 1117, 4, 76
2Sa, 24, 20600, 69, 15, 1118, 4, 76
2Sa, 24, 20600, 69, 16, 738, 3, 77
2Sa, 24, 20600, 69, 17, 935, 4, 77
2Sa, 24, 20600, 69, 18, 1096, 4, 77
2Sa, 24, 20600, 69, 19, 1473, 5, 77
2Sa, 24, 20600, 69, 20, 848, 3, 78
2Sa, 24, 20600, 69, 21, 778, 3, 78
2Sa, 24, 20600, 69, 22, 951, 4, 78
2Sa, 24, 20600, 69, 23, 878, 3, 78
2Sa, 24, 20600, 69, 24, 855, 3, 78
2Ki, 25, 23517, 79, 1, 669, 3, 79
2Ki, 25, 23517, 79, 2, 848, 3, 79
2Ki, 25, 23517, 79, 3, 848, 3, 79
2Ki, 25, 23517, 79, 4, 1369, 5, 79
2Ki, 25, 23517, 79, 5, 975, 4, 79
2Ki, 25, 23517, 79, 6, 1019, 4, 80
